Name    Type    Address  Phone  Link
Little Giants International Kindergarten	Trường mẫu giáo	4 Chế Lan Viên	Đã đóng cửa ⋅ Mở lúc 8:00 · 0236 3933 600	http://littlegiantskindergarten.com/
FIS Đà Nẵng 2 - Mầm non Phần Lan	Trường mầm non	28 Đ. Nguyễn Tri Phương	Đã đóng cửa ⋅ Mở lúc 7:00 · 0905 873 537	https://www.finlandpreschool.org/
Anh ngữ Quốc tế Fisher's Superkids Academy	Trường dạy tiếng Anh	74 Nguyễn Thị Minh Khai	Đã đóng cửa ⋅ Mở lúc 8:00	http://fishersuperkids.com/
True North International School	Giáo dục K12	Hà Nội	Đã đóng cửa ⋅ Mở lúc 8:00 · 0944 359 393	https://truenorth.edu.vn/
VICTORIA ENGLISH	Trường học	234 Đ. Trần Hưng Đạo	Đã đóng cửa ⋅ Mở lúc 8:00 · 0915 864 343	https://victoriaenglish.org/
Hoi An International School	Trường học	Quảng Nam	Đã đóng cửa ⋅ Mở lúc 8:00 · 0235 6518 518	http://hais.edu.vn/
Victoria Kinderworld	Trường mầm non	535 Đ. Trần Hưng Đạo	Đã đóng cửa ⋅ Mở lúc 7:00 · 0911 377 337	https://victoriaenglish.org/
Cocoon Montessori Preschool (International Kindergarten in Da Nang)	Trường mầm non Montessori	78 Trương Chí Cương	Đã đóng cửa ⋅ Mở lúc 7:30 · 0905 366 576	https://cocoonpreschoolvn.my.canva.site/eng
Singapore International School (Can Tho)	Trường quốc tế	Nguyễn Văn Cừ nối dài Phường An Bình Quận Ninh Kiều Cần Thơ Can Tho City	Đã đóng cửa ⋅ Mở lúc 8:30 · 0292 7301 777	https://cantho.sis.edu.vn/
Trường Quốc tế Hoà Bình	Trường học	105B Đ. Nguyễn Văn Cừ	Đã đóng cửa ⋅ Mở lúc 6:45 · 0292 6559 955	http://school.peace.edu.vn/
TRƯỜNG TRUNG CẤP QUỐC TẾ MEKONG	Trường học	670c 10 Đ. Nguyễn Văn Linh	Đã đóng cửa ⋅ Mở lúc 7:30	http://ydmekong.edu.vn/
Trường Phổ Thông Việt Mỹ	Trường song ngữ	Đường B2	0292 6255 554	http://www.vietmycantho.edu.vn/
DU HỌC VISA	Tổ chức giáo dục	39 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 7:45 · 0292 6529 292	https://duhocvisa.vn/
Trung tâm Ngoại ngữ Quốc tế DEC	Trung tâm giáo dục	43 Đ. Nguyễn Hiền	Đã đóng cửa ⋅ Mở lúc 8:00 · 0906 777 603	http://www.ngoaingudec.com/
Trường Mầm Non Việt Úc	Trường mầm non	Đ. Trần Việt Châu	Đã đóng cửa ⋅ Mở lúc 6:00 · 0292 3767 179	http://www.vascantho.edu.vn/
Trường ACA - Mầm non song ngữ	Trường học	07 Đ. Lý Thái Tổ	Đã đóng cửa ⋅ Mở lúc 8:00 · 0292 3683 888	https://acausacademy.edu.vn/
Trung Tâm Anh Ngữ Aston Cần Thơ	Trung tâm giáo dục	7 Đ. Lý Thái Tổ	0292 3756 887	http://aston.edu.vn/
Trường Phổ thông Thái Bình Dương	Trường học	1A Đ. Xô Viết Nghệ Tĩnh	Đã đóng cửa ⋅ Mở lúc 6:00 · 0292 2222 444	http://pic.edu.vn/
Trường Đại học Nam Cần Thơ	Trường đại học	168 Nguyễn Văn Cừ Nối Dài	Đã đóng cửa ⋅ Mở lúc 7:30 · 0292 3798 668	http://www.nctu.edu.vn/
Trung tâm Ngoại ngữ Trường Đại học Cần Thơ	Trường ngoại ngữ	3/2 Cổng C, Đại học	Đã đóng cửa ⋅ Mở lúc 7:00 · 0292 3830 617	http://cfl.ctu.edu.vn/
Greenwich Việt Nam - Cơ sở Cần Thơ	Trường đại học	160 Hẻm 42 Đ. 30/4	Tạm thời đóng cửa · 0292 7300 068	https://greenwich.edu.vn/
International School Ho Chi Minh City - Secondary Campus	Trường học	1 Xuân Thủy	Đã đóng cửa ⋅ Mở lúc 8:30 · 028 3898 9100	https://www.ishcmc.com/
Trường Quốc Tế TIS | Trường quốc tế chất lượng	Tổ chức giáo dục	305 Nguyễn Trọng Tuyển	Đã đóng cửa ⋅ Mở lúc 7:00 · 028 3844 2345	https://tis.edu.vn/
European International School HCMC	Trường quốc tế	730 F-G-K, Lê Văn Miến	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 7300 7257	https://www.eishcmc.com/?utm_source=GMB_listing&utm_medium=organic&utm_campaign=GMB_website
Trường quốc tế BIS TP.HCM	Trường quốc tế	246 Nguyễn Văn Hưởng	Đã đóng cửa ⋅ Mở lúc 7:40 · 028 3744 2335	https://www.nordangliaeducation.com/bis-hcmc?utm_source=google&utm_medium=organic&utm_campaign=Yext_GBM_SEA014_10496912&y_source=1_MTA0OTY5MTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Trường Quốc Tế Mỹ Việt Nam	Trường học	220 Đ. Nguyễn Văn Tạo	Đã đóng cửa ⋅ Mở lúc 7:45 · 028 3780 0909	https://www.ais.edu.vn/
Hệ thống Trường Quốc tế Việt Úc - Sala Mega Campus	Tổ chức giáo dục	1 Đ. Bùi Thiện Ngộ	Đã đóng cửa ⋅ Mở lúc 7:00 · 028 3622 0833	http://www.vas.edu.vn/
ISHCMC - American Academy	Trường học	16 Võ Trường Toản	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 3898 9098	http://www.aavn.edu.vn/
Hệ thống Trường Quốc tế Việt Úc - Cơ sở Sunrise	Tổ chức giáo dục	1 Đường Số 20	Đã đóng cửa ⋅ Mở lúc 8:30 · 028 3622 6611	http://www.vas.edu.vn/
Trường Quốc Tế Saigon Pearl	Trường quốc tế	92 Nguyễn Hữu Cảnh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 2222 7788	https://www.issp.edu.vn/
Trường Quốc tế Úc - AIS Saigon	Trường quốc tế	264 Đ. Mai Chí Thọ	Đã đóng cửa ⋅ Mở lúc 7:30 · 1900 6940	http://www.aisvietnam.com/
Trường Quốc tế Nam Sài Gòn	Trường quốc tế	78 Nguyễn Đức Cảnh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3622 0870	http://www.ssis.edu.vn/
International School Ho Chi Minh City - Primary Campus	Trường tiểu học	28 Võ Trường Toản	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3898 9100	https://www.ishcmc.com/
WASS - Hệ Thống Trường Tây Úc	Trường học	157 Lý Chính Thắng	Đã đóng cửa ⋅ Mở lúc 7:00 · 028 7109 5077	https://wass.edu.vn/
Hệ thống Trường Quốc tế Việt Úc - Cơ Sở Hoàng Văn Thụ	Tổ chức giáo dục	202 Đ. Hoàng Văn Thụ	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3999 0112	https://www.vas.edu.vn/
Trường Quốc Tế Renaissance Saigon - Renaissance International School Saigon	Trường quốc tế	74 Đ. Nguyễn Thị Thập	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3773 3171	https://www.renaissance.edu.vn/
International German School Ho Chi Minh City (IGS)	Trường quốc tế	12 Võ Trường Toản	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 3744 6344	http://www.igs-hcmc.org/
Hệ thống trường Quốc tế Việt Úc - Cơ sở Garden Hills	Tổ chức giáo dục	168 Đ. Phan Văn Trị	Đã đóng cửa ⋅ Mở lúc 8:30 · 028 3588 3088	https://www.vas.edu.vn/
ROYAL SCHOOL - Phú Mỹ Hưng Campus	Trường quốc tế	08 Đặng Đại Độ	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 7100 7878	https://www.royal.edu.vn/
Saigon Star International School	Trường quốc tế	2 Sử Hy Nhan	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3742 3222	http://sgstar.edu.vn/
The American School	Trường quốc tế	City, HCMC, Vietnam, 06 Song Hanh Road, ĐCT Thành phố Hồ Chí Minh - Long Thành - Dầu Giây	Đã đóng cửa ⋅ Mở lúc 7:30 · 0909 046 223	https://tas.edu.vn/
Royal Cambridge - Luyện thi Cambridge, IELTS và xây chắc gốc ngữ pháp.	Trường dạy tiếng Anh	72 Đ. Nguyễn Trãi	Đã đóng cửa ⋅ Mở lúc 16:30 · 0904 500 366	None
Trung tâm luyện thi IELTS DOL Đình Lực quận Thanh Xuân	Trường dạy tiếng Anh	Tòa tháp Gold Tower, 275 Đ. Nguyễn Trãi	Đã đóng cửa ⋅ Mở lúc 9:00 · 1800 969639	https://www.dolenglish.vn/
Scots English Nguyễn Xiển	Trường dạy tiếng Anh	BI-BT2	Đã đóng cửa ⋅ Mở lúc 9:00 · 0969 464 618	https://scotsenglish.edu.vn/
Scots English Nguyễn Tuân	Trường dạy tiếng Anh	Lô 6 - Liền kề 2, số 90, 90 Đ. Nguyễn Tuân	Đã đóng cửa ⋅ Mở lúc 9:00 · 0813 011 090	https://scotsenglish.edu.vn/
The Catalyst for English	Trường ngoại ngữ	236 P. Nguyễn Văn Tuyết	Đã đóng cửa ⋅ Mở lúc 8:30 · 0962 799 826	https://thecatalyst.edu.vn/
Hanoi Connection - Cơ sở Thượng Đình, Thanh Xuân, Hà Nội	Trường dạy tiếng Anh	58 P. Cự Lộc	Mở cả ngày · 0964 886 672	http://hanoiconnection.com/
Eco English	Trường ngoại ngữ	98 P. Nguyễn Vĩnh Bảo	Mở cả ngày · 0387 880 882	http://ecoenglish.vn/
Trung tâm ngoại ngữ Quốc Tế Ocean Edu Khương Trung	Trường dạy tiếng Anh	Sảnh A Videc Complex, 283 P.Khương Trung	Đã đóng cửa ⋅ Mở lúc 7:50 · 024 3761 5999	https://ocean.edu.vn/
Real English School Hanoi	Trường học	20 Ng. 91 Đ. Trần Duy Hưng	Đã đóng cửa ⋅ Mở lúc 14:00 · 0904 415 093	http://realenglish.com.vn/
Impetus English	Trường dạy tiếng Anh	NTT 15 90 Nguyễn Tuân Hà Nội	Đã đóng cửa ⋅ Mở lúc 17:00 · 0964 837 455	https://www.facebook.com/IMPETUS.Edu?mibextid=wwXIfr&mibextid=wwXIfr
Alisa English	Trường dạy tiếng Anh	96B Nguyễn Huy Tưởng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0969 953 399	https://alisa.edu.vn/
Scots English Trường Chinh	Trường dạy tiếng Anh	201 Đ. Trường Chinh	Mở cả ngày	https://scotsenglish.edu.vn/
GEMS EDU- Hệ Thống anh ngữ quốc tế	Trung tâm giáo dục	2 P. Vương Thừa Vũ	Mở cả ngày · 0785 758 659	None
Trung Tâm Tiếng Anh Opus School	Trường học	191 P. Hoàng Văn Thái	Đã đóng cửa ⋅ Mở lúc 9:00 · 024 3568 0284	None
Trung tâm ngoại ngữ Quốc Tế Ocean Edu Nguyễn Trãi	Trường dạy tiếng Anh	312 Đ. Nguyễn Trãi	Đã đóng cửa ⋅ Mở lúc 7:50 · 024 3540 6509	https://ocean.edu.vn/
Amslink English Center - Lê Văn Thiêm	Trường dạy tiếng Anh	35 P. Lê Văn Thiêm	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 7305 0384	http://amslink.edu.vn/
Apollo English Nguyễn Tuân	Trường dạy tiếng Anh	tòa nhà Thống Nhất Complex, 82 Đ. Nguyễn Tuân	Đã đóng cửa ⋅ Mở lúc 9:00 · 024 7308 4886	https://apollo.edu.vn/
Infinity English - Lớp học cô Phạm Hương	Trung tâm trường học	5, Ngõ 25A Đ. Lê Văn Lương	Đã đóng cửa ⋅ Mở lúc 17:00 · 0353 888 131	https://www.facebook.com/loptienganhcophamhuong?mibextid=ZbWKwL
Smartcom English school	Trung tâm giáo dục	41 P. Thái Hà	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 3556 4888	http://smartcom.vn/
Trung tâm tiếng anh IELTS, DSAT Canberra English	Trường dạy tiếng Anh	P. Tố Hữu/27, ngõ 50 Đ. Trung Văn	Đã đóng cửa ⋅ Mở lúc 8:00 · 0376 284 729	https://canberraenglish.edu.vn/
Trung tâm tiếng anh HP English Campus - Tiếng Anh Giao Tiếp Người Lớn, Trẻ Em	Trường dạy tiếng Anh	912 P. Thiên Lôi	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 7301 222	None
Trung tâm luyện thi IELTS - HP English Campus	Trường dạy tiếng Anh	912 P. Thiên Lôi	Mở cả ngày · 0225 7301 222	None
Trung Tâm Anh Ngữ MES-Luyện IELTS Hải Phòng	Trung tâm trường học	tòa nhà Lê Phạm (LP building, Tầng 8, 100 P. Tô Hiệu	Đã đóng cửa ⋅ Mở lúc 8:30 · 0931 596 990	https://www.facebook.com/hocielts.captoc.haiphong/
Pingu’s English Hải Phòng	Trường ngoại ngữ	BH06-31, Manhattan 20	Đã đóng cửa ⋅ Mở lúc 8:00 · 0762 410 667	https://pingusenglish.vn/
PhonicsPlay English Center - TRUNG TÂM TIẾNG ANH HÀNG ĐẦU TẠI AN DƯƠNG HẢI PHÒNG	Trường dạy tiếng Anh	Hoang Huy, LK1-46 Pruska	Đã đóng cửa ⋅ Mở lúc 8:00 · 0343 351 689	http://phonicsplay.edu.vn/
Trung Tâm Anh Ngữ Candy English - Trung Lực	Trường dạy tiếng Anh	115 Trung Lực	Đã đóng cửa ⋅ Mở lúc 8:00 · 0985 546 751	https://candyenglish.vn/
AMES ENGLISH Lạch Tray	Trường dạy tiếng Anh	484 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 3739 589	http://ames.edu.vn/
IELTS Fighter - Ms Hoa Junior Lạch Tray, Hải Phòng	Trường ngoại ngữ	428 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 8:30 · 0225 6291 888	https://ielts-fighter.com/
TT NGOẠI NGỮ SCET HẠ LÝ HẢI PHÒNG	Trường dạy tiếng Anh	Lô 29 khu 80	Đã đóng cửa ⋅ Mở lúc 8:00 · 0948 886 079	https://englishscet.com/
The Dewey Schools Hải Phòng	Trường học	Đường 11, Khu đô thị Sao Đỏ, Anh Dũng 2 Phường Anh Dũng Quận Dương Kinh Thành phố	Đã đóng cửa ⋅ Mở lúc 7:00 · 0355 888 111	https://thedeweyschools.edu.vn/co-so/dewey-hai-phong/
Candy English - Trung Tâm Anh Ngữ Trẻ Em (cơ sở Vin Imperia)	Trường dạy tiếng Anh	Manhattan 09-01	Đã đóng cửa ⋅ Mở lúc 8:00 · 0985 546 751	https://candyenglish.vn/
SCOTS ENGLISH HẢI PHÒNG	Trường dạy tiếng Anh	Khu B1 - Lô B7, Khu Đô Thị Mới	Đã đóng cửa ⋅ Mở lúc 9:00 · 0971 685 385	https://scotsenglish.edu.vn/
Trung tâm Anh ngữ Candy	Trường dạy tiếng Anh	8/76, 8 Ngô Kim Tài	Đã đóng cửa ⋅ Mở lúc 8:00 · 0862 122 939	https://candyenglish.vn/
Trung Tâm Anh Ngữ MES - Tiếng Anh Trẻ Em Hải Phòng	Trung tâm giáo dục	258 P. Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0931 565 858	https://www.facebook.com/tienganhchotreemtaihaiphong/
Trung tâm Anh Ngữ Quốc Tế PEC CS 41-45 Lạch Tray	Trường dạy tiếng Anh	41 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 7:30 · 0778 718 888	None
Anh ngữ Alice English Café	Trường dạy tiếng Anh	46 Ng. 437 Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0963 024 068	https://www.aliceenglish.edu.vn/
Anh Ngữ Big Hero	Trường dạy tiếng Anh	333B P. Văn Cao	Đã đóng cửa ⋅ Mở lúc 8:00 · 0978 893 821	https://www.facebook.com/AnhNguBigHero
Trung Tâm Ngoại Ngữ ACE	Trường học	142 Ngô Gia Tự	Đã đóng cửa ⋅ Mở lúc 8:15 · 0225 3833 777	http://ace-language.edu.vn/
Esa English Hai Bà Trưng	Trung tâm giáo dục	149 P. Hai Bà Trưng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0898 559 696	https://esaenglish.edu.vn/
AMES ENGLISH Điện Biên Phủ	Trường dạy tiếng Anh	73 Điện Biên Phủ, Phường Hồng Bàng, Thành Phố Hải Phòng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 3530 768	https://ames.edu.vn/
MS NGUYEN Da Nang English Center - Dạy kèm TIẾNG ANH Đà Nẵng	Trung tâm giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0707 111 194	None
Trung tâm Anh ngữ IRIS English	Trung tâm giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0236 6566 688	https://iris.edu.vn/
Tiếng Anh Giao Tiếp Tại Đà Nẵng - Ms. Ngọc Hà	Trường dạy tiếng Anh	Đà Nẵng	Mở cả ngày · 0774 411 233	https://www.facebook.com/tienganhgiaotiepmsngocha
Trung tâm Anh ngữ EMMA Đà Nẵng	Trường ngoại ngữ	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0973 407 555	http://www.emmaenglishschool.com/
Trung Tâm Tiếng Anh EBest	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 9:00 · 0236 6567 811	http://ebest.edu.vn/
Scots English Nguyễn Tuân	Trường dạy tiếng Anh	Lô 6 - Liền kề 2, số 90, 90 Đ. Nguyễn Tuân	Đã đóng cửa ⋅ Mở lúc 9:00 · 0813 011 090	https://scotsenglish.edu.vn/
Trung tâm Ngoại ngữ Pasal - Đống Đa	Trường dạy tiếng Anh	146 P. Tây Sơn	Đã đóng cửa ⋅ Mở lúc 8:15 · 0969 620 486	https://pasal.edu.vn/
Max English Đà Nẵng	Trung tâm giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 9:00 · 0236 5678 988	https://maxenglish.edu.vn/
IVY ENGLISH CENTER	Trung tâm giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0705 961 457	https://www.facebook.com/ivysenglishdanang
Tiếng Anh Ms. Linh ESL Đà Nẵng	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0947 083 664	https://www.facebook.com/HocTiengAnh.HieuQua.TalkTune.MsLinhESL.LinhSpire/
Trung tâm tiếng anh Lotus ENGLISH	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0913 585 893	None
Trung tâm tiếng Anh SOPHIA	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0918 570 775	http://www.sec-vietnam.edu.vn/
Hệ thống Anh ngữ LEOGO - CS3 - Trung tâm tiếng Anh trẻ em	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 13:30 · 0789 434 356	http://leogo.edu.vn/
Trung tâm Anh ngữ IRIS English - Cơ Sở 4	Trung tâm giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0236 6566 688	https://iris.edu.vn/
Wake Up Your English - Trung Tâm Tiếng Anh Trẻ Em Đà Nẵng	Tổ chức giáo dục	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0353 707 086	None
Scots English Đà Nẵng 2	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 9:00 · 0236 8889 886	https://scotsenglish.edu.vn/
Hệ thống Anh ngữ LEOGO - CS2 - Trung tâm tiếng Anh trẻ em	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 13:30 · 0866 192 277	http://leogo.edu.vn/
Trung Tâm Anh Ngữ The English Lab	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 7:30 · 0935 320 993	https://theenglishlab.vn/
Trung tâm ngoại ngữ Quốc Tế Ocean Edu Khương Trung	Trường dạy tiếng Anh	Sảnh A Videc Complex, 283 P.Khương Trung	Đã đóng cửa ⋅ Mở lúc 7:50 · 024 3761 5999	https://ocean.edu.vn/
Trung tâm Anh ngữ EMMA Đà Nẵng - Cơ sở Hoàng Thị Loan	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 · 0973 407 555	http://www.emmaenglishschool.com/
Wiser English - Luyện Thi TOEIC, B1 VSTEP, Anh Văn Giao Tiếp Cần Thơ	Trường dạy tiếng Anh	Số 30 Đường B18	Đã đóng cửa ⋅ Mở lúc 16:00 · 0766 800 668	None
Anh Ngữ Quốc Tế SSA Cần Thơ	Trường học	H4 H5 H6, Lê Hồng Phong	Đã đóng cửa ⋅ Mở lúc 7:00 · 0967 999 353	https://ssact.edu.vn/
Anh Ngữ AMES Cần Thơ	Trường dạy tiếng Anh	33 Đ. Lý Tự Trọng	Đã đóng cửa ⋅ Mở lúc 7:30 · 0292 3735 155	https://ames.edu.vn/
Talk to Miss Lan English Center	Trường dạy tiếng Anh	45 Đ. Lý Thái Tổ	Đã đóng cửa ⋅ Mở lúc 7:30 · 0908 805 030	http://misslanenglish.com/
Trung tâm Anh ngữ ILA - Tầng 3 Vincom Xuân Khánh (Cần Thơ)	Trường dạy tiếng Anh	Vincom Xuân Khánh, 209 Đ. 30 Tháng 4	Đã đóng cửa ⋅ Mở lúc 10:00 · 0292 7302 526	https://ila.edu.vn/
Trung Tâm Ngoại Ngữ FME - Fabulous Mekong	Trường ngoại ngữ	162/42a Đ. Nguyễn Việt Hồng	Đã đóng cửa ⋅ Mở lúc 9:00 · 0292 7303 738	https://fme.edu.vn/
Trường Quốc tế Hoà Bình	Trường học	105B Đ. Nguyễn Văn Cừ	Đã đóng cửa ⋅ Mở lúc 6:45 · 0292 6559 955	http://school.peace.edu.vn/
Trung Tâm Ngoại Ngữ AEE- Tiếng Anh Cần Thơ - Tiếng Anh Giao Tiếp	Trường dạy tiếng Anh	27-28 lô U23, KĐT Miền Nam	Mở cả ngày · 0939 655 309	None
Trung tâm Anh Ngữ Montessori	Trung tâm giáo dục	KDC Hồng Phát, 128 Đ. Xuân Thủy	Đã đóng cửa ⋅ Mở lúc 14:30 · 0962 179 178	https://anhngumontessori.com/
Apollo English Cần Thơ	Trường dạy tiếng Anh	233 Đ. 30 Tháng 4	Đã đóng cửa ⋅ Mở lúc 9:00 · 0292 7304 088	http://apollo.edu.vn/
CB CẦN THƠ - HỆ THỐNG TRUNG TÂM NGOẠI NGỮ CB CENTRES	Trường ngoại ngữ	Số 41 Đ. Cách Mạng Tháng 8	Đã đóng cửa ⋅ Mở lúc 8:00 · 0292 2235 858	https://cbcentres.com/
Trung Tâm Ngoại Ngữ New Windows	Trường học	229 Đ. 3 Tháng 2	Đã đóng cửa ⋅ Mở lúc 7:30 · 0292 6546 567	http://www.newwindows.edu.vn/
Trung Tâm Anh Ngữ Nam Phương - NPC	Trường ngoại ngữ	56 Đ. Nam Cao	Đã đóng cửa ⋅ Mở lúc 8:00 · 0292 3730 834	http://www.anhngunamphuong.com/
B English	Trường dạy tiếng Anh	3Q2G+7X5	Đã đóng cửa ⋅ Mở lúc 7:00 · 0939 056 605	http://www.facebook.com/lam.di.779
Trung tâm Anh ngữ ILA	Trường dạy tiếng Anh	36A - 38B Nguyễn Trãi	Sắp mở ⋅ 0:30 · 0292 7305 668	https://ila.edu.vn/
ANH NGỮ RIVER - CẦN THƠ	Trường dạy tiếng Anh	164/4 Đ. Trần Ngọc Quế	Đã đóng cửa ⋅ Mở lúc 8:00 · 0867 103 104	https://nanoviet.my.canva.site/anhngurivercackhoahoc2025
Trung tâm Ngoại ngữ Quốc tế DEC	Trung tâm giáo dục	43 Đ. Nguyễn Hiền	Đã đóng cửa ⋅ Mở lúc 8:00 · 0906 777 603	http://www.ngoaingudec.com/
Trung Tâm Anh Ngữ Việt Mỹ VATC Cần Thơ	Tổ chức giáo dục	84 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 7:00 · 0292 3832 045	https://www.facebook.com/anhnguvatccantho
Trung Tâm Anh Ngữ Aston Cần Thơ	Trung tâm giáo dục	7 Đ. Lý Thái Tổ	0292 3756 887	http://aston.edu.vn/
Trung Tâm Luyện Thi Ielts - Res Cần Thơ	Trường dạy tiếng Anh	109 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 8:00 · 0979 043 610	https://res.edu.vn/
Premier Anh Ngữ Thượng Đỉnh Cơ Sở 01	Trường dạy tiếng Anh	104 Cao Thắng	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 3818 1403	https://www.premier.edu.vn/
VICKY English	Trường dạy tiếng Anh	272 Hoà Hưng	Đã đóng cửa ⋅ Mở lúc 9:00 · 0937 008 272	https://www.vickyenglish.vn/
Anh Ngữ Quốc Tế - IES	Trường học	180 Sư Vạn Hạnh	Đã đóng cửa ⋅ Mở lúc 14:00 · 028 3836 6166	http://iesvietnam.edu.vn/
Arrowenglish	Trường dạy tiếng Anh	115 Đặng Dung	Đã đóng cửa ⋅ Mở lúc 8:30 · 0909 956 833	https://www.arrowenglish.edu.vn/
Easy English Vietnam	Trung tâm giáo dục	26, Ngô Tất Tố/72 Nguyễn Cơ Thạch	Đã đóng cửa ⋅ Mở lúc 10:00 · 0984 893 089	None
WESET English Center - Chi nhánh Trần Hưng Đạo	Trường ngoại ngữ	875A Đ. Trần Hưng Đạo	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3838 3877	https://weset.edu.vn/
Trường Quốc tế Học Viện Anh Quốc - UK Academy (Bình Thạnh)	Trường học	48 Võ Oanh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 7302 5588	http://uka.edu.vn/
Hello English -TOEIC.IELTS- TP. HCM	Trường dạy tiếng Anh	206/7C Đ. Tân Xuân 2	Đã đóng cửa ⋅ Mở lúc 10:00 · 0919 457 126	None
Trung Tâm Ngoại Ngữ ILI	Trường dạy tiếng Anh	22C Đ. Trường Sơn	Đã đóng cửa ⋅ Mở lúc 7:00 · 028 3977 8989	http://www.ili.edu.vn/
Trung tâm tiếng Anh Wall Street English Lê Quý Đôn	Trường dạy tiếng Anh	21 Lê Quý Đôn	Đã đóng cửa ⋅ Mở lúc 12:00 · 1800 646448	https://wallstreetenglish.edu.vn/trung-tam-tieng-anh/le-quy-don?utm_source=Google_Organic&utm_medium=Local_Search&utm_campaign=LQD
Trung tâm Tiếng Anh Open English	Trường dạy tiếng Anh	53 Đường số 447	Đã đóng cửa ⋅ Mở lúc 9:00 · 0967 774 563	None
Anh Ngữ Tôi Tự Học: TOEIC - Giao Tiếp	Trường học	93/37 Đ. Nguyễn Đình Chiểu	Đã đóng cửa ⋅ Mở lúc 8:00 · 0938 305 363	http://www.tuhocanhvan.com/
Anh ngữ Ms Hoa TOEIC - Giao tiếp Khánh Hội, Quận 4, TP HCM	Tổ chức giáo dục	193 Khánh Hội	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 6673 1133	https://www.anhngumshoa.com/
Trung Tâm Anh Ngữ Hoàng Gia - cơ sở Tân Kỳ	Trường học	321D Đ. Tân Kỳ Tân Quý	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 6267 4910	http://www.royalschool.edu.vn/
English House Homestay	Trung tâm giáo dục	184 Nguyễn Xí/Đ. Nguyễn Xí/184/22 79 cũ	Mở cả ngày · 0937 987 756	https://englishhouse.com.vn/
Trung tâm tiếng Anh IELTS Fighter - Ms Hoa Junior Võ Văn Ngân	Trường dạy tiếng Anh	316 Đ. Võ Văn Ngân	Mở cả ngày · 028 2200 3366	https://www.facebook.com/IELTSFighterVoVanNgan?mibextid=LQQJ4d
Trường ngoại ngữ Sài Gòn Hợp Điểm	Trường ngoại ngữ	192 Đ. Lý Thái Tổ	Đã đóng cửa ⋅ Mở lúc 8:00 · 0901 337 726	http://anhnguhopdiem.edu.vn/
